,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
19413,-121.01,37.72,23.0,1373.0,264.0,677.0,245.0,2.5486,5.604081632653061,2.763265306122449,0,1,0,0,0,161100.0
18174,-122.01,37.36,21.0,2483.0,396.0,1194.0,424.0,7.1273,5.856132075471698,2.8160377358490565,1,0,0,0,0,346300.0
7244,-118.1,34.0,32.0,2122.0,591.0,1929.0,539.0,2.7311,3.9369202226345084,3.5788497217068644,1,0,0,0,0,169300.0
298,-122.18,37.76,37.0,1575.0,358.0,933.0,320.0,2.2917,4.921875,2.915625,0,0,0,1,0,107000.0
19418,-121.09,37.67,30.0,1653.0,285.0,800.0,291.0,3.3482,5.680412371134021,2.7491408934707904,0,1,0,0,0,220000.0
9241,-119.87,36.93,13.0,1429.0,209.0,702.0,205.0,4.3625,6.970731707317073,3.424390243902439,0,1,0,0,0,111800.0
6770,-118.15,34.11,52.0,2375.0,369.0,930.0,351.0,7.4111,6.766381766381766,2.6495726495726495,1,0,0,0,0,469100.0
3823,-118.47,34.2,25.0,4590.0,1477.0,2723.0,1195.0,2.7118,3.8410041841004183,2.2786610878661087,1,0,0,0,0,281700.0
16858,-122.41,37.63,39.0,4220.0,1055.0,2720.0,1046.0,2.639,4.034416826003824,2.6003824091778203,0,0,0,0,1,242500.0
7977,-118.17,33.87,40.0,2462.0,587.0,1821.0,536.0,3.5646,4.593283582089552,3.3973880597014925,1,0,0,0,0,162600.0
11463,-117.99,33.67,12.0,2228.0,479.0,1122.0,488.0,4.0385,4.565573770491803,2.2991803278688523,1,0,0,0,0,350000.0
2035,-119.74,36.73,42.0,1236.0,272.0,946.0,261.0,2.0536,4.735632183908046,3.624521072796935,0,1,0,0,0,50000.0
4039,-118.48,34.16,32.0,2108.0,309.0,769.0,274.0,8.7172,7.693430656934306,2.8065693430656933,1,0,0,0,0,500001.0
10450,-117.67,33.44,25.0,2994.0,519.0,903.0,410.0,6.6852,7.302439024390244,2.202439024390244,1,0,0,0,0,500001.0
16737,-122.41,37.7,23.0,1817.0,400.0,1376.0,382.0,2.4113,4.7565445026178015,3.602094240837696,0,0,0,1,0,214200.0
12117,-117.21,33.95,5.0,8403.0,1240.0,3962.0,1150.0,5.2174,7.306956521739131,3.445217391304348,0,1,0,0,0,155500.0
15212,-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,2.3182,3.6525974025974026,2.2305194805194803,1,0,0,0,0,268800.0
10164,-117.96,33.89,24.0,1332.0,252.0,625.0,230.0,4.4375,5.791304347826087,2.717391304347826,1,0,0,0,0,334100.0
17548,-121.87,37.35,27.0,3500.0,1036.0,3019.0,955.0,2.9222,3.6649214659685865,3.161256544502618,1,0,0,0,0,153700.0
10291,-117.83,33.87,5.0,6971.0,1449.0,3521.0,1423.0,5.2131,4.898805340829234,2.4743499648629657,1,0,0,0,0,243900.0
1499,-122.04,37.95,33.0,1653.0,334.0,814.0,328.0,3.1406,5.039634146341464,2.481707317073171,0,0,0,1,0,163100.0
13397,-117.53,34.06,18.0,5605.0,1303.0,4028.0,1145.0,2.9386,4.895196506550218,3.517903930131004,0,1,0,0,0,116400.0
3512,-118.47,34.26,35.0,1898.0,344.0,1123.0,347.0,5.5792,5.469740634005763,3.2363112391930837,1,0,0,0,0,218400.0
20566,-121.84,38.65,29.0,3167.0,548.0,1554.0,534.0,4.3487,5.930711610486892,2.9101123595505616,0,1,0,0,0,200700.0
14220,-117.06,32.66,33.0,3425.0,511.0,1528.0,479.0,5.6889,7.150313152400835,3.1899791231732775,0,0,0,0,1,234600.0
8844,-118.39,34.09,28.0,2347.0,608.0,785.0,548.0,4.4167,4.282846715328467,1.4324817518248176,1,0,0,0,0,425000.0
8362,-118.33,33.96,42.0,2084.0,517.0,1062.0,451.0,2.0057,4.6208425720620845,2.354767184035477,1,0,0,0,0,198200.0
6828,-118.11,34.08,30.0,2350.0,472.0,945.0,467.0,3.3421,5.032119914346895,2.02355460385439,1,0,0,0,0,201000.0
7130,-118.11,34.02,17.0,9559.0,1911.0,5279.0,1844.0,5.1515,5.183839479392625,2.8627982646420826,1,0,0,0,0,318900.0
17754,-121.82,37.34,23.0,7609.0,1446.0,6034.0,1414.0,4.8424,5.381188118811881,4.267326732673268,1,0,0,0,0,195300.0
16049,-122.48,37.76,48.0,2660.0,616.0,1491.0,602.0,3.9758,4.4186046511627906,2.4767441860465116,0,0,0,1,0,348600.0
4085,-118.39,34.15,29.0,917.0,181.0,379.0,183.0,3.4612,5.0109289617486334,2.07103825136612,1,0,0,0,0,425000.0
242,-122.21,37.78,52.0,1056.0,224.0,792.0,245.0,2.6583,4.310204081632653,3.23265306122449,0,0,0,1,0,142600.0
18608,-122.0,37.12,17.0,4413.0,672.0,1674.0,608.0,6.9772,7.2582236842105265,2.7532894736842106,1,0,0,0,0,383300.0
13990,-117.16,34.9,16.0,1579.0,327.0,934.0,298.0,2.7305,5.298657718120805,3.134228187919463,0,1,0,0,0,73800.0
3144,-118.19,35.05,14.0,2992.0,573.0,1631.0,526.0,3.7452,5.688212927756654,3.1007604562737643,0,1,0,0,0,83200.0
12563,-121.43,38.54,43.0,2084.0,417.0,912.0,410.0,2.9769,5.082926829268293,2.2243902439024392,0,1,0,0,0,92700.0
1644,-121.94,37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,8.465671641791046,2.8626865671641792,0,1,0,0,0,500001.0
14547,-117.25,32.94,16.0,4755.0,807.0,1829.0,756.0,6.7694,6.2896825396825395,2.4193121693121693,0,0,0,0,1,425900.0
7371,-118.22,33.97,47.0,1147.0,297.0,1097.0,307.0,2.6384,3.736156351791531,3.57328990228013,1,0,0,0,0,162900.0
18325,-122.15,37.46,39.0,906.0,109.0,353.0,112.0,10.3942,8.089285714285714,3.1517857142857144,0,0,0,1,0,500001.0
5594,-118.26,33.79,30.0,1291.0,230.0,835.0,215.0,5.5,6.004651162790697,3.883720930232558,1,0,0,0,0,181500.0
10948,-117.87,33.75,14.0,5526.0,1916.0,6799.0,1796.0,2.6561,3.076837416481069,3.785634743875278,1,0,0,0,0,144400.0
16802,-122.42,37.66,41.0,2189.0,414.0,1063.0,409.0,4.7361,5.352078239608802,2.5990220048899757,0,0,0,0,1,302600.0
16620,-120.94,35.42,18.0,3418.0,686.0,970.0,453.0,3.7738,7.545253863134658,2.141280353200883,0,0,0,0,1,279400.0
14466,-117.24,32.82,20.0,2467.0,332.0,731.0,335.0,7.2559,7.364179104477612,2.182089552238806,0,0,0,0,1,392300.0
17935,-121.95,37.35,42.0,1421.0,330.0,659.0,303.0,3.3333,4.68976897689769,2.174917491749175,1,0,0,0,0,237900.0
17160,-122.2,37.4,30.0,2612.0,338.0,980.0,324.0,10.0481,8.061728395061728,3.0246913580246915,0,0,0,0,1,500001.0
5231,-118.24,33.93,32.0,779.0,201.0,861.0,219.0,1.0625,3.557077625570776,3.9315068493150687,1,0,0,0,0,89800.0
2076,-119.83,36.75,33.0,662.0,183.0,607.0,181.0,1.3929,3.657458563535912,3.3535911602209945,0,1,0,0,0,55600.0
4103,-118.39,34.15,36.0,2696.0,713.0,905.0,659.0,3.1146,4.091047040971168,1.3732928679817906,1,0,0,0,0,373500.0
7493,-118.24,33.92,42.0,328.0,100.0,605.0,87.0,2.4464,3.7701149425287355,6.954022988505747,1,0,0,0,0,97400.0
9043,-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,6.82798459563543,3.1309370988446728,0,1,0,0,0,131500.0
12188,-117.35,33.69,11.0,1229.0,236.0,581.0,190.0,3.102,6.468421052631579,3.057894736842105,1,0,0,0,0,111300.0
12993,-121.25,38.69,17.0,3050.0,481.0,1490.0,489.0,4.5562,6.237218813905931,3.0470347648261757,0,1,0,0,0,134500.0
5968,-117.83,34.1,18.0,11026.0,1978.0,5407.0,1923.0,4.075,5.733749349973999,2.811752470098804,0,1,0,0,0,231100.0
8320,-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,4.544529262086514,3.4783715012722647,1,0,0,0,0,99600.0
15470,-117.2,33.16,13.0,4503.0,1137.0,3094.0,1091.0,2.3159,4.1274060494958755,2.835930339138405,1,0,0,0,0,91600.0
18593,-122.09,37.09,46.0,695.0,136.0,408.0,148.0,3.9408,4.695945945945946,2.7567567567567566,0,0,0,0,1,222600.0
10297,-117.88,33.92,13.0,3292.0,727.0,1565.0,698.0,5.457,4.716332378223496,2.2421203438395416,1,0,0,0,0,308800.0
3966,-118.57,34.2,36.0,2559.0,469.0,1358.0,445.0,4.5568,5.750561797752809,3.051685393258427,1,0,0,0,0,201500.0
2240,-119.81,36.83,19.0,6789.0,1200.0,2325.0,1109.0,4.049,6.121731289449955,2.096483318304779,0,1,0,0,0,126000.0
20442,-118.78,34.25,13.0,1841.0,237.0,833.0,231.0,7.7785,7.96969696969697,3.606060606060606,1,0,0,0,0,404700.0
20031,-119.04,36.07,26.0,2185.0,435.0,1108.0,419.0,2.2277,5.214797136038186,2.6443914081145583,0,1,0,0,0,78000.0
16358,-121.29,38.0,12.0,4038.0,1074.0,3440.0,942.0,1.9698,4.286624203821656,3.6518046709129512,0,1,0,0,0,112300.0
6754,-118.1,34.1,52.0,1788.0,313.0,792.0,294.0,3.75,6.081632653061225,2.693877551020408,1,0,0,0,0,280000.0
2575,-124.13,40.8,31.0,2152.0,462.0,1259.0,420.0,2.2478,5.123809523809523,2.9976190476190476,0,0,0,0,1,81100.0
14041,-117.14,32.75,27.0,1551.0,464.0,880.0,400.0,2.4167,3.8775,2.2,0,0,0,0,1,131300.0
14389,-117.23,32.74,16.0,1953.0,404.0,798.0,385.0,4.8167,5.072727272727272,2.0727272727272728,0,0,0,0,1,169800.0
15917,-122.42,37.74,52.0,2084.0,550.0,1438.0,516.0,2.3087,4.038759689922481,2.7868217054263567,0,0,0,1,0,258600.0
18874,-122.22,38.08,37.0,4590.0,857.0,2920.0,832.0,3.436,5.516826923076923,3.5096153846153846,0,0,0,1,0,94800.0
12853,-121.38,38.68,35.0,1565.0,290.0,861.0,277.0,2.4844,5.649819494584838,3.108303249097473,0,1,0,0,0,77000.0
4078,-118.36,34.15,41.0,3545.0,698.0,1221.0,651.0,4.3,5.445468509984639,1.8755760368663594,1,0,0,0,0,500001.0
14246,-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,2.085,4.3393258426966295,3.6584269662921347,0,0,0,0,1,92600.0
7754,-118.12,33.91,34.0,682.0,132.0,491.0,144.0,4.6389,4.736111111111111,3.4097222222222223,1,0,0,0,0,173800.0
12895,-121.33,38.65,24.0,3533.0,741.0,1496.0,723.0,2.8106,4.8865836791148,2.0691562932226835,0,1,0,0,0,183200.0
14166,-117.06,32.77,32.0,3888.0,827.0,3868.0,841.0,3.0755,4.623067776456599,4.599286563614744,0,0,0,0,1,166800.0
17623,-121.94,37.26,21.0,3843.0,716.0,1850.0,705.0,4.6758,5.451063829787234,2.624113475177305,1,0,0,0,0,264200.0
8832,-118.37,34.09,33.0,3180.0,865.0,1347.0,841.0,4.0651,3.7812128418549347,1.6016646848989298,1,0,0,0,0,500001.0
9462,-123.8,39.47,28.0,2492.0,507.0,1202.0,460.0,2.7857,5.417391304347826,2.6130434782608694,1,0,0,0,0,150300.0
16098,-122.5,37.75,43.0,2373.0,481.0,1247.0,454.0,4.0985,5.226872246696035,2.746696035242291,0,0,0,0,1,283200.0
2778,-115.73,33.35,23.0,1586.0,448.0,338.0,182.0,1.2132,8.714285714285714,1.8571428571428572,0,1,0,0,0,30000.0
4603,-118.32,34.07,52.0,2156.0,306.0,861.0,311.0,8.8062,6.932475884244373,2.7684887459807075,1,0,0,0,0,500001.0
4932,-118.26,34.0,27.0,1611.0,479.0,1457.0,458.0,0.8941,3.517467248908297,3.1812227074235806,1,0,0,0,0,91900.0
14252,-117.09,32.71,29.0,2238.0,523.0,2061.0,504.0,2.5559,4.440476190476191,4.089285714285714,0,0,0,0,1,96800.0
1985,-120.79,38.7,13.0,5036.0,1034.0,2243.0,923.0,2.3319,5.456121343445287,2.43011917659805,0,1,0,0,0,138500.0
3861,-118.44,34.16,35.0,3080.0,642.0,1362.0,623.0,4.1218,4.943820224719101,2.186195826645265,1,0,0,0,0,328500.0
7774,-118.08,33.91,30.0,1366.0,460.0,920.0,410.0,0.9946,3.3317073170731706,2.2439024390243905,1,0,0,0,0,159900.0
11672,-118.02,33.84,35.0,3473.0,563.0,2091.0,580.0,4.4821,5.9879310344827585,3.6051724137931034,1,0,0,0,0,214100.0
9726,-121.73,36.85,22.0,1304.0,278.0,887.0,227.0,3.6607,5.744493392070485,3.907488986784141,1,0,0,0,0,206300.0
325,-122.19,37.74,43.0,707.0,147.0,417.0,155.0,2.5139,4.561290322580645,2.6903225806451614,0,0,0,1,0,83400.0
15560,-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,4.0484,5.934179222839017,2.788263283108644,1,0,0,0,0,262500.0
13956,-117.06,34.17,21.0,2520.0,582.0,416.0,151.0,2.712,16.688741721854306,2.7549668874172184,0,1,0,0,0,89000.0
10530,-117.7,33.57,9.0,1204.0,355.0,469.0,293.0,3.6196,4.109215017064846,1.6006825938566553,1,0,0,0,0,119900.0
7891,-118.07,33.88,17.0,2407.0,539.0,1422.0,524.0,4.2619,4.593511450381679,2.713740458015267,1,0,0,0,0,139700.0
6394,-118.06,34.14,42.0,2461.0,379.0,1179.0,360.0,7.0315,6.836111111111111,3.275,0,1,0,0,0,437300.0
12172,-117.16,33.73,10.0,2381.0,454.0,1323.0,477.0,2.6322,4.9916142557651995,2.7735849056603774,0,1,0,0,0,140700.0
17931,-121.95,37.35,36.0,832.0,211.0,545.0,211.0,3.2813,3.943127962085308,2.5829383886255926,1,0,0,0,0,244400.0
19578,-120.86,37.69,5.0,6660.0,1217.0,3012.0,1087.0,3.0809,6.126954921803128,2.7709291628334864,0,1,0,0,0,143600.0
4054,-118.43,34.15,31.0,1856.0,425.0,795.0,426.0,2.8448,4.356807511737089,1.8661971830985915,1,0,0,0,0,360600.0
2237,-119.81,36.85,17.0,2340.0,370.0,1174.0,396.0,4.2304,5.909090909090909,2.9646464646464645,0,1,0,0,0,94400.0
5229,-118.24,33.94,34.0,796.0,180.0,673.0,144.0,2.0769,5.527777777777778,4.673611111111111,1,0,0,0,0,88300.0
12370,-116.45,33.78,16.0,5228.0,992.0,1177.0,639.0,3.0859,8.181533646322379,1.841940532081377,0,1,0,0,0,134600.0
4571,-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2.3438,2.45625,3.871875,1,0,0,0,0,152100.0
8976,-118.41,34.01,33.0,3306.0,974.0,2475.0,924.0,2.8797,3.5779220779220777,2.6785714285714284,1,0,0,0,0,285300.0
13666,-117.29,34.03,9.0,8185.0,1525.0,3630.0,1466.0,4.1667,5.583219645293315,2.47612551159618,0,1,0,0,0,197700.0
7454,-118.17,33.92,43.0,2099.0,398.0,1276.0,387.0,3.1528,5.423772609819121,3.297157622739018,1,0,0,0,0,166800.0
1268,-121.7,37.94,36.0,1710.0,320.0,861.0,300.0,2.8828,5.7,2.87,0,1,0,0,0,131100.0
864,-122.01,37.57,14.0,16199.0,2993.0,8117.0,2847.0,5.8322,5.689848963821566,2.8510713031260977,0,0,0,1,0,281800.0
18626,-121.95,37.11,21.0,2387.0,357.0,913.0,341.0,7.736,7.0,2.6774193548387095,1,0,0,0,0,397700.0
4942,-118.28,34.01,46.0,441.0,167.0,621.0,144.0,1.8824,3.0625,4.3125,1,0,0,0,0,162500.0
2253,-119.82,36.8,33.0,1670.0,256.0,528.0,250.0,2.9471,6.68,2.112,0,1,0,0,0,99500.0
6010,-117.76,34.06,47.0,508.0,108.0,384.0,86.0,1.9583,5.906976744186046,4.465116279069767,0,1,0,0,0,92600.0
6911,-117.95,33.97,33.0,1113.0,145.0,424.0,137.0,8.3474,8.124087591240876,3.0948905109489053,1,0,0,0,0,500001.0
615,-122.16,37.73,52.0,2260.0,416.0,994.0,412.0,4.1164,5.485436893203883,2.412621359223301,0,0,0,1,0,198200.0
6998,-118.04,33.95,36.0,2722.0,515.0,1390.0,486.0,3.8214,5.600823045267489,2.860082304526749,1,0,0,0,0,178500.0
371,-122.15,37.74,41.0,856.0,178.0,571.0,191.0,3.1458,4.481675392670157,2.9895287958115184,0,0,0,1,0,130600.0
17534,-121.88,37.34,52.0,1390.0,365.0,921.0,352.0,2.1442,3.9488636363636362,2.616477272727273,1,0,0,0,0,188900.0
10348,-117.66,33.6,24.0,1684.0,232.0,781.0,230.0,6.8667,7.321739130434783,3.3956521739130436,1,0,0,0,0,279600.0
7940,-118.12,33.86,44.0,2663.0,511.0,1277.0,462.0,4.3194,5.764069264069264,2.764069264069264,1,0,0,0,0,199500.0
609,-122.08,37.68,15.0,3051.0,685.0,1479.0,668.0,3.5295,4.567365269461078,2.214071856287425,0,0,0,1,0,242200.0
4651,-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,4.125,4.934973637961336,2.906854130052724,1,0,0,0,0,436800.0
18939,-122.1,38.24,13.0,7367.0,1042.0,3193.0,983.0,5.3102,7.494404883011191,3.2482197355035605,0,0,0,1,0,195000.0
19116,-122.65,38.23,52.0,1735.0,347.0,712.0,343.0,3.1711,5.058309037900875,2.075801749271137,1,0,0,0,0,200800.0
8872,-118.41,34.06,43.0,4994.0,1057.0,1830.0,969.0,5.5321,5.153766769865841,1.888544891640867,1,0,0,0,0,500001.0
19486,-120.98,37.67,33.0,1433.0,298.0,824.0,302.0,2.7621,4.745033112582782,2.728476821192053,0,1,0,0,0,109100.0
20577,-121.94,38.89,15.0,1462.0,314.0,774.0,271.0,2.5478,5.394833948339484,2.856088560885609,0,1,0,0,0,91700.0
5919,-118.44,34.28,38.0,1156.0,305.0,1359.0,289.0,2.5147,4.0,4.70242214532872,1,0,0,0,0,137100.0
19482,-120.98,37.66,33.0,1959.0,342.0,984.0,356.0,4.5208,5.502808988764045,2.764044943820225,0,1,0,0,0,114200.0
14022,-117.16,32.75,19.0,5430.0,1593.0,2496.0,1484.0,2.9112,3.6590296495956873,1.6819407008086253,0,0,0,0,1,199100.0
2364,-119.59,36.72,18.0,1284.0,193.0,621.0,190.0,4.5375,6.757894736842105,3.268421052631579,0,1,0,0,0,130600.0
11405,-117.96,33.71,19.0,4328.0,849.0,2243.0,808.0,5.5702,5.356435643564357,2.775990099009901,1,0,0,0,0,342600.0
7766,-118.11,33.91,22.0,1981.0,472.0,1231.0,457.0,4.0878,4.3347921225382935,2.6936542669584247,1,0,0,0,0,153700.0
7148,-118.13,34.03,42.0,2203.0,467.0,1470.0,488.0,2.8385,4.514344262295082,3.012295081967213,1,0,0,0,0,192200.0
13648,-117.31,34.07,40.0,2936.0,732.0,2024.0,676.0,2.1139,4.34319526627219,2.9940828402366866,0,1,0,0,0,70900.0
9103,-117.96,34.53,10.0,2907.0,559.0,1681.0,531.0,3.8594,5.47457627118644,3.1657250470809792,0,1,0,0,0,141000.0
10635,-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7.1069,7.683636363636364,3.7963636363636364,1,0,0,0,0,313400.0
19612,-121.11,37.47,12.0,2263.0,410.0,913.0,330.0,3.5795,6.857575757575757,2.7666666666666666,0,1,0,0,0,145600.0
3789,-118.37,34.17,10.0,1431.0,473.0,1438.0,429.0,2.2756,3.335664335664336,3.351981351981352,1,0,0,0,0,221400.0
17694,-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,6.048421052631579,4.096842105263158,1,0,0,0,0,176400.0
12006,-117.52,33.89,2.0,17978.0,3217.0,7305.0,2463.0,5.1695,7.299228583028826,2.9658952496954933,0,1,0,0,0,220800.0
5581,-118.31,33.83,27.0,2880.0,802.0,2083.0,727.0,2.9619,3.9614855570839063,2.8651994497936726,1,0,0,0,0,223400.0
16125,-122.47,37.79,52.0,2844.0,623.0,1380.0,596.0,4.75,4.771812080536913,2.315436241610738,0,0,0,1,0,500001.0
11367,-117.95,33.74,21.0,3576.0,554.0,1846.0,538.0,5.9838,6.646840148698884,3.4312267657992566,1,0,0,0,0,271900.0
18582,-121.79,36.93,19.0,2512.0,509.0,1856.0,537.0,3.1815,4.677839851024209,3.456238361266294,1,0,0,0,0,189100.0
5060,-118.35,34.0,28.0,3085.0,621.0,1162.0,558.0,3.25,5.528673835125448,2.082437275985663,1,0,0,0,0,301000.0
19881,-119.27,36.34,26.0,2057.0,472.0,1453.0,439.0,2.4113,4.685649202733485,3.3097949886104785,0,1,0,0,0,58600.0
9615,-120.49,37.28,11.0,1721.0,381.0,1708.0,373.0,1.9535,4.613941018766756,4.579088471849866,0,1,0,0,0,57100.0
4218,-118.28,34.11,38.0,4453.0,1156.0,1830.0,1099.0,3.6181,4.0518653321201095,1.6651501364877161,1,0,0,0,0,495600.0
8044,-118.16,33.84,36.0,2220.0,367.0,1002.0,351.0,5.0719,6.3247863247863245,2.8547008547008548,1,0,0,0,0,219500.0
8671,-118.38,33.82,35.0,3053.0,623.0,1311.0,589.0,5.1589,5.183361629881155,2.225806451612903,0,0,0,0,1,439200.0
662,-122.13,37.7,21.0,4124.0,1054.0,2162.0,998.0,2.6321,4.132264529058117,2.1663326653306614,0,0,0,1,0,223100.0
8386,-118.36,33.98,46.0,1425.0,283.0,782.0,273.0,5.057,5.21978021978022,2.8644688644688645,1,0,0,0,0,246300.0
14629,-117.18,32.78,21.0,4185.0,1018.0,3122.0,993.0,3.0481,4.214501510574018,3.1440080563947634,0,0,0,0,1,210000.0
20474,-118.75,34.26,26.0,1767.0,265.0,1040.0,250.0,5.4787,7.068,4.16,1,0,0,0,0,198100.0
12435,-116.16,33.68,12.0,1230.0,277.0,1334.0,260.0,2.2679,4.730769230769231,5.130769230769231,0,1,0,0,0,61400.0
12451,-114.57,33.64,14.0,1501.0,337.0,515.0,226.0,3.1917,6.6415929203539825,2.2787610619469025,0,1,0,0,0,73400.0
11180,-117.94,33.83,20.0,812.0,192.0,494.0,172.0,3.25,4.72093023255814,2.872093023255814,1,0,0,0,0,350000.0
9311,-122.55,37.98,31.0,3807.0,828.0,1581.0,795.0,3.293,4.788679245283019,1.9886792452830189,0,0,0,1,0,337500.0
2776,-114.98,33.07,18.0,1183.0,363.0,374.0,127.0,3.1607,9.31496062992126,2.9448818897637796,0,1,0,0,0,57500.0
4535,-118.21,34.03,44.0,1550.0,407.0,1718.0,403.0,2.5268,3.8461538461538463,4.26302729528536,1,0,0,0,0,141100.0
13667,-117.27,34.09,36.0,848.0,186.0,737.0,169.0,0.9838,5.017751479289941,4.3609467455621305,0,1,0,0,0,79300.0
17037,-122.25,37.49,43.0,2607.0,477.0,1225.0,461.0,4.224,5.655097613882863,2.6572668112798263,0,0,0,0,1,349600.0
16591,-121.44,37.73,7.0,8363.0,1314.0,3907.0,1068.0,5.3321,7.830524344569288,3.6582397003745317,0,1,0,0,0,208100.0
20591,-121.58,39.15,34.0,1376.0,376.0,702.0,317.0,1.4946,4.340694006309148,2.2145110410094637,0,1,0,0,0,55500.0
7189,-118.17,34.05,39.0,962.0,229.0,999.0,221.0,3.375,4.352941176470588,4.520361990950226,1,0,0,0,0,126000.0
13731,-117.18,34.05,52.0,1820.0,342.0,601.0,315.0,2.6129,5.777777777777778,1.907936507936508,0,1,0,0,0,137000.0
18797,-122.45,40.85,20.0,2701.0,573.0,892.0,358.0,2.7736,7.544692737430168,2.4916201117318435,0,1,0,0,0,107800.0
16680,-120.59,35.13,8.0,6638.0,1054.0,2710.0,966.0,4.6776,6.871635610766045,2.8053830227743273,1,0,0,0,0,295500.0
5573,-118.3,33.86,35.0,1511.0,274.0,853.0,308.0,4.9792,4.9058441558441555,2.7694805194805197,1,0,0,0,0,251300.0
6135,-117.99,34.07,35.0,1681.0,360.0,1648.0,373.0,2.4911,4.506702412868632,4.418230563002681,0,1,0,0,0,145900.0
13461,-117.39,34.13,9.0,2228.0,398.0,1316.0,370.0,4.1632,6.021621621621621,3.556756756756757,0,1,0,0,0,119800.0
4427,-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,3.2981651376146788,3.6743119266055047,1,0,0,0,0,133300.0
10553,-117.71,33.64,14.0,2945.0,356.0,1293.0,335.0,8.111,8.791044776119403,3.8597014925373134,1,0,0,0,0,308900.0
5247,-118.44,34.09,36.0,3129.0,392.0,862.0,334.0,15.0001,9.368263473053892,2.5808383233532934,1,0,0,0,0,500001.0
17256,-119.7,34.42,43.0,1802.0,557.0,1490.0,538.0,2.675,3.349442379182156,2.7695167286245352,1,0,0,0,0,247900.0
3981,-118.6,34.19,16.0,14912.0,4183.0,5105.0,3302.0,2.8312,4.516050878255602,1.5460327074500302,1,0,0,0,0,213900.0
9943,-122.25,38.16,17.0,4459.0,944.0,1812.0,888.0,2.9375,5.021396396396397,2.0405405405405403,0,0,0,1,0,106700.0
7825,-118.14,33.91,37.0,932.0,171.0,578.0,175.0,4.375,5.325714285714286,3.302857142857143,1,0,0,0,0,177600.0
14180,-117.06,32.72,31.0,2669.0,514.0,1626.0,499.0,3.1923,5.348697394789579,3.258517034068136,0,0,0,0,1,116900.0
11085,-117.89,33.84,35.0,3315.0,744.0,2425.0,687.0,3.5521,4.82532751091703,3.529839883551674,1,0,0,0,0,182800.0
2669,-115.51,33.24,32.0,1995.0,523.0,1069.0,410.0,1.6552,4.865853658536586,2.607317073170732,0,1,0,0,0,43300.0
3977,-118.62,34.19,35.0,1934.0,307.0,905.0,315.0,5.5101,6.13968253968254,2.873015873015873,1,0,0,0,0,267400.0
17857,-121.88,37.44,14.0,2073.0,343.0,1107.0,330.0,6.7093,6.281818181818182,3.3545454545454545,1,0,0,0,0,311200.0
279,-122.18,37.81,37.0,1643.0,262.0,620.0,266.0,5.4446,6.176691729323308,2.330827067669173,0,0,0,1,0,336700.0
13158,-121.4,36.85,50.0,2666.0,613.0,1768.0,555.0,2.6598,4.803603603603603,3.1855855855855855,0,1,0,0,0,157300.0
2172,-119.85,36.78,8.0,3096.0,684.0,1454.0,545.0,2.7857,5.680733944954128,2.6678899082568805,0,1,0,0,0,79700.0
15699,-122.46,37.79,52.0,2106.0,373.0,743.0,348.0,5.2909,6.051724137931035,2.1350574712643677,0,0,0,1,0,500001.0
17420,-120.46,34.64,16.0,686.0,217.0,614.0,200.0,0.8106,3.43,3.07,0,0,0,0,1,83300.0
10852,-117.9,33.66,4.0,456.0,91.0,623.0,84.0,6.6369,5.428571428571429,7.416666666666667,1,0,0,0,0,192600.0
19214,-122.7,38.45,26.0,2011.0,557.0,855.0,530.0,1.125,3.7943396226415094,1.6132075471698113,1,0,0,0,0,233300.0
8718,-118.37,33.85,29.0,3662.0,586.0,1626.0,611.0,6.3974,5.9934533551554825,2.6612111292962357,1,0,0,0,0,410000.0
7452,-118.17,33.95,23.0,1991.0,584.0,1380.0,535.0,1.9107,3.721495327102804,2.5794392523364484,1,0,0,0,0,181900.0
15553,-117.07,33.11,31.0,2055.0,473.0,1326.0,427.0,3.0915,4.812646370023419,3.1053864168618266,1,0,0,0,0,139900.0
5197,-118.27,33.94,30.0,1764.0,397.0,1406.0,362.0,1.449,4.87292817679558,3.883977900552486,1,0,0,0,0,93100.0
12856,-121.37,38.67,36.0,1786.0,338.0,974.0,319.0,2.555,5.598746081504702,3.053291536050157,0,1,0,0,0,72700.0
9886,-122.29,38.3,52.0,144.0,54.0,89.0,48.0,1.0096,3.0,1.8541666666666667,0,0,0,1,0,162500.0
19534,-120.9,37.64,26.0,1762.0,418.0,855.0,308.0,1.6767,5.720779220779221,2.7759740259740258,0,1,0,0,0,81300.0
13210,-117.69,34.04,5.0,4459.0,896.0,2028.0,881.0,4.0096,5.061293984108967,2.3019296254256525,0,1,0,0,0,182600.0
